targets,texts
1,"you have been selected to stay in 1 of 250 top british hotels - for nothing! holiday worth £350! to claim, call london 02072069400. bx 526, sw73ss"
0,this pay is  &lt;decimal&gt;  lakhs:)
1,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs
0,"sorry, my battery died, i can come by but i'm only getting a gram for now, where's your place?"
0,in meeting da. i will call you
0,i wont touch you with out your permission.
0,where @
0,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
0,we got a divorce. lol. she.s here
0,"christmas is an occasion that is celebrated as a reflection of ur... values..., desires..., affections...&amp; traditions.... have an ideal christmas..."
0,"my fri ah... okie lor,goin 4 my drivin den go shoppin after tt..."
0,you said to me before i went back to bed that you can't sleep for anything.
0,buzzzz! *grins* did i buzz your ass? buzz your chest ? buzz your cock ? where do you keep your phone ? is the vibrator on ? did you feel it shake ?
0,we'll you pay over like  &lt;#&gt; yrs so its not too difficult
0,apps class varaya elaya.
0,i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx
0,lol now i'm after that hot air balloon!
0,no. i dont want to hear anything
1,"sms. ac jsco: energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. psychic? reply ans w/question. end? reply end jsco"
0,"haha... where got so fast lose weight, thk muz go 4 a month den got effect... gee,later we go aust put bk e weight."
1,kit strip - you have been billed 150p. netcollex ltd. po box 1013 ig11 oja
0,"shit babe.. thasa bit messed up.yeh, she shudvetold u. did urgran know?neway, illspeak 2 u2moro wen im not asleep..."
0,"single line with a big meaning::::: miss anything 4 ur best life but, don't miss ur best life for anything... gud nyt..."
0,im done. just studyn in library
0,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship... good morning dear
0,"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)"
0,"y cant u try new invention to fly..i'm not joking.,"
1,"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
1,"this weeks savamob member offers are now accessible. just call 08709501522 for details! savamob, pobox 139, la3 2wu. only £1.50/week. savamob - offers mobile!"
0,no da..today also i forgot..
0,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..
0,am surfing online store. for offers do you want to buy any thing.
0,what's ur pin?
0,i dunno they close oredi not... ü v ma fan...
1,last chance 2 claim ur £150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. £3.00 sub. 16 . remove txt x or stop
0,it has issues right now. ill fix for her by tomorrow.
0,i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight
0,k k:) sms chat with me.
0,"ok., is any problem to u frm him? wats matter?"
0,yes da. any plm at ur office
0,"sir, i am waiting for your mail."
0,"tick, tick, tick .... where are you ? i could die of loneliness you know ! *pouts* *stomps feet* i need you ..."
0,says the  &lt;#&gt;  year old with a man and money. i'm down to my last  &lt;#&gt; . still waiting for that check.
0,we don call like  &lt;#&gt;  times oh. no give us hypertension oh.
1,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680. when booking quote 1st class x 2
0,hey what happen de. are you alright.
0,ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema.
1,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
0,when did you get to the library
0,in the end she might still vomit but its okay. not everything will come out.
0,"especially since i talk about boston all up in my personal statement, lol! i woulda changed that if i had realized it said nyc! it says boston now."
0,tell me pa. how is pain de.
1,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589"
0,superb thought- be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today.:-)
0,oh ok wait 4 me there... my lect havent finish
0,she told to hr that he want posting in chennai:)because i'm working here:)
0,"hey... thk we juz go accordin to wat we discussed yest lor, except no kb on sun... cos there's nt much lesson to go if we attend kb on sat..."
0,i've sent ü my part..
0,oh... kay... on sat right?
0,guess who spent all last night phasing in and out of the fourth dimension
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
0,but if she.s drinkin i'm ok.
0,hiya comin 2 bristol 1 st week in april. les got off + rudi on new yrs eve but i was snoring.they were drunk! u bak at college yet? my work sends ink 2 bath.
0,"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
0,for real tho this sucks. i can't even cook my whole electricity is out. and i'm hungry.
0,good morning pookie pie! lol hope i didn't wake u up
0,have your lunch and come quickly and open the door:)
0,ok lor but not too early. me still having project meeting now.
0,ok.ok ok..then..whats ur todays plan
1,please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!
0,hey they r not watching movie tonight so i'll prob b home early...
0,"hey j! r u feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
0,love has one law; make happy the person you love. in the same way friendship has one law; never make ur friend feel alone until you are alive.... gud night
0,u don't remember that old commercial?
0,kent vale lor... ü wait 4 me there ar?
0,remind me how to get there and i shall do so
0,where u been hiding stranger?
0,we're finally ready fyi
0,beauty sleep can help ur pimples too.
0,i am waiting machan. call me once you free.
0,s but not able to sleep.
0,"aight will do, thanks again for comin out"
0,i am not sure about night menu. . . i know only about noon menu
1,"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
0,stop the story. i've told him i've returned it and he's saying i should not re order it.
1,"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705."
0,"come round, it's ."
0,i meant middle left or right?
0,networking job is there.
1,"smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
0,can. dunno wat to get 4 her...
0,see the forwarding message for proof
0,"sorry, i'll call later"
0,no. yes please. been swimming?
0,wait . i will msg after  &lt;#&gt;  min.
0,hahaha..use your brain dear
0,booked ticket for pongal?
0,at bruce b downs &amp; fletcher now
0,"what i mean was i left too early to check, cos i'm working a 9-6."
0,"the world suffers a lot... not because of the violence of bad people. but because of the silence of good people!, gud night...."
0,no that just means you have a fat head
0,let me know how to contact you. i've you settled in a room. lets know you are ok.
0,do you want bold 2 or bb torch
0,"goodmorning, today i am late for 1hr."
0,we left already we at orchard now.
0,do not b late love mum
1,"0a$networks allow companies to bill for sms, so they are responsible for their suppliers, just as a shop has to give a guarantee on what they sell. b. g."
0,cold. dont be sad dear
0,arr birthday today:) i wish him to get more oscar.
0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
0,i think chennai well settled?
0,"dear sir,salam alaikkum.pride and pleasure meeting you today at the tea shop.we are pleased to send you our contact number at qatar.rakhesh an indian.pls save our number.respectful regards."
